id,danceability,energy,key,loudness,acousticness,valence,tempo,cluster
2VSbEXqs6NbNiZSTcHlIDR,0.32,0.88,2,-6.035,0.000101,0.257,146.349,8
15VRO9CQwMpbqUYA7e6Hwg,0.483,0.753,1,-8.937,0.425,0.42,115.102,52
5IX4TbIR5mMHGE4wiWwKW0,0.437,0.695,7,-9.447,0.00111,0.413,102.178,63
5hVepr5CHiTGtJY5bP4i5n,0.601,0.928,7,-4.38,0.014,0.625,115.999,6
7LRMbd3LEoV5wZJvXT1Lwb,0.754,0.759,9,-5.218,0.153,0.435,126.366,24
0S3gpZzlT9Hb7CCSV2owX7,0.282,0.656,8,-6.557,0.0105,0.242,139.352,19
3KhF2YiNpJvGpfiCW45R6D,0.472,0.9,8,-6.406,0.148,0.42,95.826,63
78lgmZwycJ3nzsdgmPPGNx,0.564,0.932,11,-10.068,0.013,0.619,112.937,0
70Z9t1qhytWtG4cCmmi7mU,0.504,0.911,2,-2.97,0.00512,0.671,106.244,54
42T2QQv3xgBlpQxaSP7lnK,0.386,0.677,2,-5.83,0.00841,0.195,126.602,8
6zeE5tKyr8Nu882DQhhSQI,0.475,0.322,7,-10.687,0.367,0.387,93.503,1
7nemcVsXVFZF01iqpIIo2Y,0.456,0.863,3,-3.551,0.133,0.532,135.962,22
0TI8TP4FitVPoEHPTySx48,0.332,0.769,9,-11.503,0.00367,0.525,157.378,48
6beFuzSjwhOKFZp2aqYDdY,0.308,0.747,0,-5.434,0.0645,0.278,139.454,8
1QEEqeFIZktqIpPI4jSVSF,0.377,0.681,7,-8.039,0.00088,0.285,108.789,63
3q9npStSssk7sZWotiNQLK,0.252,0.797,11,-3.877,0.00458,0.199,77.972,63
6H3kDe7CGoWYBabAeVWGiD,0.634,0.63,1,-8.277,0.447,0.489,118.628,52
70LcF31zb1H0PyJoS1Sx1r,0.515,0.43,7,-9.935,0.0097,0.104,91.844,51
40riOy7x9W7GXjyGp4pjAv,0.579,0.508,2,-9.484,0.00574,0.609,147.125,2
6QDbGdbJ57Mtkflsg42WV5,0.552,0.947,2,-4.671,0.000652,0.465,127.631,39
02QGW1hPDxBizOPRrczqkw,0.356,0.209,9,-13.931,0.515,0.0575,119.926,49
2aoo2jlRnM3A0NyLQqMN2f,0.438,0.805,8,-6.237,0.00255,0.564,113.253,63
3IjrDeaVRFEi3GgHI5xyjX,0.454,0.847,0,-10.981,0.00953,0.317,90.291,32
2MuWTIM3b0YEAskbeeFE1i,0.543,0.836,4,-9.11,0.000647,0.56,105.173,66
2N2yrmodOnVF10mKvItC9P,0.456,0.59,11,-8.638,0.00182,0.243,124.635,19
4CeeEOM32jQcH3eN9Q2dGj,0.502,0.912,1,-4.556,2.55e-05,0.72,116.761,39
43DeSV93pJPT4lCZaWZ6b1,0.445,0.706,8,-9.803,0.234,0.768,80.823,1
4bHsxqR3GMrXTxEPLuK5ue,0.5,0.748,4,-9.072,0.127,0.514,118.852,31
3dPQuX8Gs42Y7b454ybpMR,0.743,0.446,4,-7.807,0.0039,0.278,123.596,10
7Jh1bpe76CNTCgdgAdBw4Z,0.489,0.758,7,-6.491,0.000678,0.435,112.113,63
45Ia1U4KtIjAPPU7Wv1Sea,0.619,0.67,11,-10.322,0.00165,0.777,129.269,62
1KsI8NEeAna8ZIdojI3FiT,0.641,0.894,8,-7.41,0.0857,0.972,109.823,34
0G21yYKMZoHa30cYVi1iA8,0.453,0.987,8,-4.485,0.0195,0.316,123.544,18
1qRA5BS78u3gME0loMl9AA,0.653,0.519,2,-10.164,0.406,0.822,98.883,27
5vdp5UmvTsnMEMESIF2Ym7,0.933,0.528,5,-6.472,0.112,0.754,109.967,4
5h6SovHOYpIMlAkafxcbq3,0.652,0.94,2,-7.927,0.0398,0.72,91.242,15
3d9DChrdc6BOeFsbrZ3Is0,0.559,0.345,4,-13.496,0.0576,0.458,84.581,1
5UWwZ5lm5PKu6eKsHAGxOk,0.413,0.881,11,-5.541,5.99e-05,0.364,158.066,48
4gHnSNHs8RyVukKoWdS99f,0.427,0.201,8,-13.044,0.745,0.0668,105.218,49
4MYb7NWLwXNDB7bYs3HeX8,0.493,0.586,2,-13.916,0.0202,0.656,113.618,1
2PzU4IB8Dr6mxV3lHuaG34,0.723,0.863,2,-7.89,0.0383,0.931,136.302,61
0ofHAoxe9vBkTCp2UQIavz,0.828,0.492,0,-9.744,0.0644,0.789,120.151,4
1HzDhHApjdjXPLHF6GGYhu,0.499,0.318,7,-13.776,0.718,0.282,121.498,40
29SyMC0plk6qw8NMF7lfRL,0.573,0.939,8,-6.441,0.493,0.963,137.382,34
0K6yUnIKNsFtfIpTgGtcHm,0.581,0.854,1,-8.485,0.00197,0.788,131.18,2
5jzma6gCzYtKB1DbEwFZKH,0.651,0.801,0,-7.34,0.123,0.776,133.769,2
6eN1f9KNmiWEhpE2RhQqB5,0.268,0.98,11,-5.958,0.0192,0.395,100.315,63
2EqlS6tkEnglzr7tkKAAYD,0.533,0.376,9,-11.913,0.0302,0.187,165.007,19
4mn2kNTqiGLwaUR8JdhJ1l,0.316,0.484,9,-9.11,0.000334,0.299,117.363,19
0wJoRiX5K5BxlqZTolB2LD,0.533,0.905,2,-5.27,0.00876,0.486,108.9,39
37Tmv4NnfQeb0ZgUC4fOJj,0.733,0.794,5,-10.023,0.0614,0.931,148.174,62
5Th6EdNVhxp0TPX41ZLZk6,0.45,0.877,9,-6.403,0.0118,0.896,162.477,21
1FTSo4v6BOZH9QxKc3MbVM,0.674,0.789,8,-6.903,0.00178,0.918,129.802,34
11LmqTE2naFULdEP94AUBa,0.256,0.641,1,-10.283,0.199,0.382,203.006,53
2RlgNHKcydI9sayD2Df2xp,0.388,0.338,10,-10.054,0.652,0.478,177.765,56
5tVA6TkbaAH9QMITTQRrNv,0.623,0.449,5,-13.333,0.212,0.572,84.383,1
5LNiqEqpDc8TuqPy79kDBu,0.591,0.804,0,-7.299,0.327,0.658,111.457,2
4qbiCq2xkNPyojuZFeNeqx,0.616,0.761,3,-9.199,0.196,0.708,145.074,2
4KcH1ZRV2W1q7Flq0QqC76,0.385,0.783,9,-2.533,0.000269,0.902,176.701,21
6L89mwZXSOwYl76YXfX13s,0.442,0.943,3,-3.205,0.00293,0.781,85.064,54
5FqYA8KfiwsQvyBI4IamnY,0.572,0.835,0,-6.219,0.171,0.795,129.981,39
0RO9W1xJoUEpq5MEelddFb,0.338,0.34,9,-12.049,0.58,0.197,82.433,49
0pQskrTITgmCMyr85tb9qq,0.486,0.449,5,-10.298,0.166,0.549,100.456,1
6N0AnkdDFZUetw8KAGHV7e,0.373,0.869,4,-7.719,0.164,0.696,184.024,25
4u7EnebtmKWzUH433cf5Qv,0.414,0.404,0,-9.928,0.271,0.224,71.105,45
5o37x6LpNSec4jSfPIChsQ,0.595,0.996,2,-3.418,0.195,0.376,152.049,22
6ADSaE87h8Y3lccZlBJdXH,0.54,0.429,2,-11.822,0.000202,0.113,110.171,10
254bXAqt3zP6P50BdQvEsq,0.73,0.487,4,-10.991,0.258,0.731,114.965,65
5zH710lFSLtkHbMkslLDjR,0.427,0.459,9,-12.442,0.116,0.383,129.878,19
6imjJij6aCM0IbbODUzJQn,0.465,0.977,7,-3.839,0.00111,0.233,89.535,63
7EZC6E7UjZe63f1jRmkWxt,0.309,0.649,7,-8.994,0.0158,0.312,166.915,19
12yHvSYFXI7PGzNecUvIDu,0.513,0.979,0,-6.362,0.0195,0.94,152.875,25
4cMHCRLPNoEbpnl2rz6GS9,0.598,0.901,2,-6.081,0.116,0.814,153.24,25
2EC9IJj7g0mN1Q5VrZkiYY,0.635,0.686,9,-15.648,0.209,0.464,125.988,12
6ToM0uwxtPKo9CMpbPGYvM,0.421,0.751,9,-9.584,0.2,0.789,89.839,1
57iDDD9N9tTWe75x6qhStw,0.356,0.917,9,-6.006,0.0335,0.518,171.176,48
0cJPLFrlV7TTCyPLupHzcH,0.686,0.92,2,-6.231,0.301,0.225,135.027,13
1gzIbdFnGJ226LTl0Cn2SX,0.673,0.814,9,-5.411,0.0133,0.728,147.193,34
4e9hUiLsN4mx61ARosFi7p,0.365,0.924,4,-7.066,0.0144,0.632,135.811,22
4DMKwE2E2iYDKY01C335Uw,0.482,0.786,7,-5.735,0.00321,0.793,126.755,6
003vvx7Niy0yvhvHt4a68B,0.352,0.911,1,-5.23,0.00121,0.236,148.033,22
7wCmS9TTVUcIhRalDYFgPy,0.519,0.441,4,-14.178,0.0204,0.25,81.334,1
7kzKAuUzOITUauHAhoMoxA,0.624,0.91,0,-5.703,0.0285,0.767,104.042,15
0vOkmmJEtjuFZDzrQSFzEE,0.741,0.58,4,-9.05,0.117,0.944,127.402,62
2fuCquhmrzHpu5xcA1ci9x,0.671,0.712,2,-7.815,0.429,0.462,113.805,46
1L94M3KIu7QluZe63g64rv,0.284,0.875,11,-6.069,0.00752,0.595,75.009,63
2fICdpdRotwfmGYzvs8Ngf,0.402,0.873,4,-3.209,0.00484,0.684,125.443,6
1OxcIUqVmVYxT6427tbhDW,0.587,0.872,7,-5.066,0.018,0.735,159.925,21
5Z8EDau8uNcP1E8JvmfkZe,0.294,0.745,5,-9.138,0.05,0.347,134.364,8
7snQQk1zcKl8gZ92AnueZW,0.446,0.952,6,-5.321,0.0901,0.624,125.303,6
6GtX0jaNL8IjVQfrDBx81z,0.404,0.72,10,-9.18,5.59e-05,0.475,121.864,63
1RJeiAIwR9pZBgJA8ndZLL,0.505,0.836,5,-7.384,0.0103,0.764,159.669,25
5e9TFTbltYBg2xThimr0rU,0.545,0.67,9,-8.81,0.009,0.481,151.553,55
0nFKHCf1Ibij8m370l2KlZ,0.631,0.689,4,-8.358,0.0731,0.645,107.667,2
4BP3uh0hFLFRb5cjsgLqDh,0.64,0.663,0,-7.516,0.201,0.663,132.77,2
1pXgBjIvALm97lDhroan2E,0.588,0.559,4,-4.849,0.128,0.278,123.845,8
2kkvB3RNRzwjFdGhaUA0tz,0.404,0.902,1,-3.88,0.577,0.497,115.669,54
21YxK0klhpfLW8budkJaMF,0.383,0.97,9,-5.638,0.0276,0.62,101.603,63
1xKQbqQtQWrtQS47fUJBtl,0.443,0.727,4,-7.951,0.263,0.566,160.82,22
05NYcsjJwOYq4jIiKPVj9p,0.599,0.79,4,-3.58,0.00257,0.961,103.783,3
2d4e45fmUnguxh6yqC7gNT,0.668,0.906,11,-4.881,0.214,0.507,135.653,0
2RsAajgo0g7bMCHxwH3Sk0,0.5,0.824,4,-5.846,0.00016,0.539,120.125,6
0QeI79sp1vS8L3JgpEO7mD,0.309,0.93,11,-6.399,0.0192,0.376,195.815,48
1Eolhana7nKHYpcYpdVcT5,0.515,0.534,6,-8.045,0.181,0.426,70.776,51
0emHuukZSuaOzOlsAWHj2W,0.538,0.841,9,-7.547,0.0424,0.881,93.077,59
4TIJ7zSBNejpoIPaWpWRKc,0.53,0.864,4,-4.948,0.000753,0.484,166.312,22
5NTZM8YYeKM2YsGSffVIge,0.615,0.616,6,-10.39,0.0399,0.836,170.776,67
4OTw5splgMdlYklwHMHxLK,0.757,0.868,9,-9.326,0.411,0.815,138.923,34
2HXixVqzzm9rEUIMAWzshl,0.611,0.882,9,-11.225,0.0847,0.605,117.932,62
20OFwXhEXf12DzwXmaV7fj,0.508,0.774,2,-5.973,0.0586,0.942,178.946,25
0PdM2a6oIjqepoEfcJo0RO,0.267,0.953,1,-4.899,0.00211,0.568,84.989,54
1Dr1fXbc2IxaK1Mu8P8Khz,0.531,0.909,11,-4.236,0.0175,0.814,97.546,59
31AOj9sFz2gM0O3hMARRBx,0.666,0.855,9,-5.051,0.179,0.803,125.639,34
6y20BV5L33R8YXM0YuI38N,0.509,0.584,0,-4.907,0.0368,0.685,170.411,25
6hTcuIQa0sxrrByu9wTD7s,0.27,0.944,4,-4.199,0.00501,0.606,146.347,22
2uLx3Gka9TGCz9Zgu7Uwav,0.557,0.693,7,-11.044,0.531,0.747,127.531,64
4alHo6RGd0D3OUbTPExTHN,0.619,0.579,4,-9.307,0.0152,0.69,127.224,2
51H2y6YrNNXcy3dfc3qSbA,0.729,0.989,9,-4.613,0.0102,0.84,126.47,34
5QTxFnGygVM4jFQiBovmRo,0.333,0.927,9,-8.55,0.0029,0.385,141.466,48
5e3YOg6fIkP0wD5TyxcHOH,0.504,0.918,0,-3.463,0.00164,0.539,92.031,54
5QLHGv0DfpeXLNFo7SFEy1,0.767,0.787,3,-9.897,0.0163,0.964,126.879,62
6gXrEUzibufX9xYPk3HD5p,0.667,0.755,9,-7.246,0.0966,0.883,109.535,59
4VqPOruhp5EdPBeR92t6lQ,0.602,0.905,2,-4.046,0.000202,0.411,128.019,13
6VoIBz0VhCyz7OdEoRYDiA,0.634,0.551,3,-7.136,0.00737,0.453,151.779,41
1gcESexgftSuLuML57Y69q,0.787,0.472,2,-12.824,0.221,0.824,120.059,65
4YMQXzscifAREG0a7KNGhB,0.489,0.349,2,-14.295,0.676,0.622,124.348,47
24NwBd5vZ2CK8VOQVnqdxr,0.38,0.76,9,-10.961,0.00298,0.491,99.437,63
669cOBjpY4Y5O98Nmk6139,0.524,0.953,0,-7.097,0.00757,0.869,133.828,39
3gdewACMIVMEWVbyb8O9sY,0.601,0.532,10,-9.119,0.432,0.341,136.571,23
39shmbIHICJ2Wxnk1fPSdz,0.743,0.836,2,-6.465,0.0804,0.82,113.375,61
2SiXAy7TuUkycRVbbWDEpo,0.532,0.767,7,-5.509,0.00287,0.755,127.361,6
7Gx2q0ueNwvDp2BOZYGCMO,0.47,0.505,11,-11.966,0.0194,0.767,124.065,1
2EoOZnxNgtmZaD8uUmz2nD,0.35,0.828,6,-5.373,0.000217,0.147,105.435,63
1UBQ5GK8JaQjm5VbkBZY66,0.601,0.859,5,-5.263,0.000359,0.446,125.145,31
4hq0S6wznq7SHDyMOFXL9i,0.615,0.91,11,-4.248,0.5,0.77,111.013,59
6Nd6ntkzr4t8o1FKPGOSMt,0.292,0.823,7,-6.763,0.0117,0.244,89.939,63
4vpeKl0vMGdAXpZiQB2Dtd,0.551,0.293,2,-12.503,0.486,0.322,106.798,17
76TpWFiK5YCgw1hy26DWZp,0.468,0.833,4,-5.847,0.00654,0.884,131.248,6
3dmqIB2Qxe2XZobw9gXxJ6,0.464,0.655,7,-9.058,0.0272,0.531,169.515,48
2K2M0TcglCRLLpFOzKeFZA,0.683,0.594,2,-8.289,0.385,0.734,115.099,26
2hvOsGJc6qll4WzW8Ljqc3,0.751,0.703,9,-5.687,0.368,0.907,97.931,28
5OQsiBsky2k2kDKy2bX2eT,0.465,0.919,4,-4.025,1.83e-05,0.537,135.997,22
4nuUssdgKFy2QyYHHNkZQW,0.543,0.944,6,-7.495,0.402,0.735,101.174,66
1GqlvSEtMx5xbGptxOTTyk,0.419,0.677,4,-6.183,0.00101,0.684,127.678,6
7b4yGtR0rujvLi5EBfKKJ2,0.608,0.768,1,-9.911,0.101,0.748,132.699,2
5EOoMWIB9iK4ZpcSex9Ec7,0.714,0.937,6,-2.947,0.206,0.964,124.13,3
0Puj4YlTm6xNzDDADXHMI9,0.324,0.938,6,-7.332,0.032,0.543,168.131,48
14XWXWv5FoCbFzLksawpEe,0.55,0.722,11,-11.729,0.25,0.716,103.886,62
6gZVQvQZOFpzIy3HblJ20F,0.355,0.791,8,-7.565,0.00045,0.758,106.392,63
5p3JunprHCxClJjOmcLV8G,0.575,0.318,0,-16.729,0.683,0.385,104.522,17
0NWPxcsf5vdjdiFUI8NgkP,0.346,0.768,9,-5.695,0.00603,0.532,169.492,48
1bp2IO61zbQrbWNmKKxg3f,0.596,0.448,5,-9.616,0.365,0.796,83.293,1
07GvNcU1WdyZJq3XxP0kZa,0.583,0.947,5,-5.12,0.0185,0.803,135.448,6
1JkZg3eMQTmTn93E8Yd3UL,0.806,0.462,2,-12.778,0.78,0.736,92.726,27
4ItljeeAXtHsnsnnQojaO2,0.525,0.929,9,-8.56,0.262,0.556,163.503,21
0LoQuiekvzqx7n8flgEKzF,0.728,0.878,11,-6.926,0.176,0.911,126.59,34
4KfSdst7rW39C0sfhArdrz,0.548,0.691,4,-13.553,0.015,0.667,137.145,2
4pbG9SUmWIvsROVLF0zF9s,0.49,0.715,7,-5.549,0.386,0.866,130.726,6
4nXkbcTj3nyww1cHkw5RAP,0.575,0.912,7,-7.275,0.0916,0.843,117.399,6
3RZMzCvYsmJ0u2ioKTOsmJ,0.562,0.779,7,-6.705,0.363,0.967,119.602,62
4vO9dmzNRqDhFY3jD1a3P7,0.581,0.624,9,-8.346,0.0987,0.637,139.714,55
0cKk8BKEi7zXbdrYdyqBP5,0.394,0.622,4,-8.258,0.213,0.342,126.844,8
1fDsrQ23eTAVFElUMaf38X,0.531,0.481,4,-11.709,0.699,0.491,138.45,47
6qLEOZvf5gI7kWE63JE7p3,0.215,0.927,9,-7.327,0.000273,0.49,170.814,48
4c4jJJoaiY21t2TyRZgdWS,0.64,0.651,4,-14.981,0.142,0.801,111.676,65
1hHGUdFaiJHw9hVZGJWYO2,0.585,0.532,7,-9.673,0.209,0.68,94.461,1
7c1Dar0pIAW7w5TzaGjt9t,0.402,0.597,2,-9.258,0.0385,0.496,81.806,32
3qLZ866ZfaK0B0R5FIqXLG,0.55,0.765,7,-8.684,4.76e-06,0.419,139.46,31
4gvea7UlDkAvsJBPZAd4oB,0.516,0.549,6,-13.741,0.501,0.907,176.941,67
4rDbp1vnvEhieiccprPMdI,0.406,0.698,8,-7.024,0.186,0.333,109.266,63
78JmElAFmrPNhLjovDR9Jm,0.551,0.86,7,-7.839,0.262,0.723,136.921,6
1HOMkjp0nHMaTnfAkslCQj,0.586,0.7,0,-9.558,0.0589,0.897,147.245,2
3KPwt1LBpt1jVSHz8GXERo,0.543,0.529,7,-9.717,0.326,0.746,85.126,1
3MODES4TNtygekLl146Dxd,0.468,0.607,9,-11.367,0.072,0.886,98.429,1
5AoZknxgY6F25gAcVahO41,0.668,0.447,2,-11.124,0.48,0.588,81.415,27
1IqFh00G2kvvMm8pRMpehA,0.43,0.463,2,-10.96,0.303,0.66,93.405,1
5uvosCdMlFdTXhoazkTI5R,0.413,0.725,3,-5.787,0.369,0.44,124.618,8
7xQYVjs4wZNdCwO0EeAWMC,0.576,0.953,10,-8.968,0.00106,0.303,140.042,18
3e9L9HiHKcfYLAga28Vmcf,0.644,0.981,7,-6.644,0.0271,0.379,140.012,50
5M2LFOy2TvzBVU5KCd6N8v,0.565,0.942,8,-6.821,0.00107,0.569,137.972,0
1CgbwsrNDlFrRuk2ebQ7zr,0.672,0.941,9,-6.427,0.0276,0.754,130.218,34
71cEGt2SrA5toSCCTVpLMU,0.594,0.996,8,-6.993,0.0738,0.349,138.01,18
71NJqORRmwlcZSLk0VsFjU,0.553,0.775,1,-10.284,0.212,0.51,139.993,2
2zhGnnDewN4kBsVzbqjBtX,0.492,0.901,2,-7.03,0.00139,0.104,143.014,13
2jAjkmZIKwV5VOBiZ3qUUL,0.602,0.847,11,-5.998,0.00887,0.0871,138.037,18
3UPBOL5UtCZmJRwioMkfLD,0.663,0.925,9,-6.775,0.00683,0.843,132.687,34
0yMoJXVP6hFLV71DRVxRTk,0.49,0.916,10,-8.663,0.0202,0.367,139.976,18
1pUFYb9peWkK8m1WCKNRjp,0.606,0.897,10,-7.469,0.176,0.393,130.55,0
2zI4py4xY6v4vIrAlR6GtP,0.668,0.982,9,-7.979,0.0437,0.591,138.223,0
3KhoIbIPMmoGthbBAPxgOK,0.578,0.87,0,-6.422,0.00268,0.667,139.992,39
0P2sfcfRD0lWw4b8eXegmR,0.631,0.912,9,-7.591,0.0346,0.329,138.043,50
6FP4peicCGnib7asns71fs,0.739,0.998,11,-5.669,0.0622,0.259,136.513,50
2LGrLtvYEHrd3Nnot4Hxuw,0.78,0.925,4,-6.715,0.0598,0.564,127.968,9
2FH3BLTMhJlCH1Dmkua5DW,0.683,0.937,11,-6.388,0.028,0.305,126.872,50
1YddMZzakt7WEZ9y1xGQgR,0.663,0.668,3,-7.733,0.00522,0.451,131.966,31
1YsZB1pLIXR0YgiOxUG9cv,0.652,0.936,1,-8.577,0.0137,0.561,137.982,39
47BPp5TPDpl0wCXB0FWXvg,0.777,0.931,1,-8.543,0.00364,0.493,137.871,68
6iyxF36JnQYzqMbpQD861R,0.781,0.779,0,-8.143,0.0178,0.612,134.007,68
294bZQoJEueD2ys3wrNDmI,0.511,0.793,2,-11.87,0.000563,0.233,136.067,8
3HyU67HfMANQxFg34kHfco,0.557,0.942,9,-6.058,0.075,0.309,136.023,18
4RQGig0Vhr4GXmqfklCCyK,0.541,0.931,10,-9.687,0.326,0.148,128.584,18
47st2meAZHGnG9UJU1YyVU,0.615,0.828,11,-7.666,0.00134,0.129,137.995,18
4rfhAoZjGwraqwX1w47uij,0.682,0.524,6,-8.061,0.0228,0.194,133.998,58
0gDfkQYmyiq0eZFLof6hbh,0.405,0.882,7,-8.774,0.00037,0.0571,134.782,18
1GMw17BGY1vDWNJ4xVo9V6,0.67,0.945,6,-6.721,0.0228,0.806,135.972,6
6xl5vg5rhmbGI7kNML1IP4,0.561,0.957,0,-6.625,0.000134,0.334,138.019,13
5QiCJ1Uxzk1lgzbuk9WH2L,0.595,0.929,4,-9.097,0.00618,0.844,137.991,6
6z91SyGlPsllxhnG2Aw0Fb,0.527,0.929,5,-10.314,0.0114,0.493,140.071,31
5zgoEnmbgkhwt7SRdwSGvk,0.533,0.979,8,-5.209,0.00161,0.374,144.018,18
2ar1AExas2azDSQbbeuhbL,0.733,0.952,0,-8.691,0.00561,0.499,138.034,68
5WdcLFYroa1wGlPSaNMQ29,0.545,0.82,6,-10.653,0.0102,0.661,130.475,62
39TCsy3tu2xSPYEo6excU7,0.604,0.759,0,-11.315,0.00308,0.519,139.076,2
1bAHNj6NQQqbRmnlWyOQvC,0.631,0.784,4,-9.279,0.0183,0.572,137.029,2
5FzfJkVJSn8JrYe58uM5O5,0.545,0.84,1,-10.364,0.0906,0.29,141.846,13
4ApMz0VzAlMf7EAR1Nn3I5,0.519,0.864,0,-8.814,0.00108,0.167,134.992,13
1u8gw65yb6kRCBqNDFSwHj,0.707,0.906,8,-8.719,0.0357,0.687,137.999,34
4fmQizrUXpVXaubqpNp5CE,0.553,0.796,6,-9.153,0.00277,0.522,130.401,31
1eohWwYv5zfXgLf5yKCJIS,0.542,0.719,1,-8.744,0.0529,0.0735,130.944,10
64AwAe6HpIEGFjy0KoGsmH,0.467,0.941,1,-6.992,0.00276,0.172,134.968,13
6F85zMy5Ucjr1H6dsdZYYx,0.555,0.61,8,-11.525,0.262,0.517,132.018,31
5kB1gEMaiHS78xIDT4JbJC,0.54,0.968,3,-6.814,0.000793,0.0631,140.282,13
1tSaez12qgU8xkO478Tvgb,0.621,0.756,7,-4.398,0.0394,0.27,136.026,18
1EWsVHU4FNAdtN4R8FETag,0.793,0.5,6,-13.108,0.028,0.833,123.017,60
3pgainA2dH9c7e8JVYGRCN,0.648,0.858,9,-6.58,0.00128,0.62,119.031,0
6vGW3d8X48CBaLdU0PQbey,0.899,0.857,0,-6.128,0.0499,0.961,125.072,61
2nx86MrPkXWQctveAEFJBf,0.797,0.752,6,-7.343,0.0135,0.801,131.932,3
5nlwajOutaUfiSayarrZTy,0.634,0.893,11,-7.432,0.0619,0.667,124.621,0
1SjJZewpXEHRuXn7RRszQ5,0.865,0.714,6,-7.824,0.0841,0.831,127.264,69
1gsnWXeNlbfoHpaGRi4oQ0,0.609,0.905,0,-6.792,0.0104,0.878,121.434,61
6wetvpPWooBdmAEOKnDhpo,0.74,0.762,5,-7.166,0.0131,0.832,127.372,3
5sJiLlgQKBL81QCTOkoLB5,0.716,0.783,4,-12.876,0.172,0.952,121.306,62
1q8yOvrVNiZtMuEujDuSPP,0.697,0.971,0,-5.093,0.00377,0.89,122.274,61
796T2ROxTNibXRjVhjSzCa,0.718,0.93,7,-4.532,0.0026,0.697,128.736,9
2h7w0KHwHbx4WbG6WxjO7U,0.682,0.979,10,-6.496,0.0649,0.277,124.188,50
1HkPj9fZFpjAoAUigBAmJS,0.7,0.849,11,-6.561,0.00601,0.449,130.988,24
4PyhlL1vrSvPlhYLdphszr,0.677,0.935,3,-11.55,0.0787,0.965,120.11,62
0ZBPWoRkfZ8SLcDJaFnkUu,0.71,0.625,5,-15.3,0.00418,0.183,124.876,10
5cIU5GZBbyMfgfXGcoQVYc,0.704,0.722,2,-10.815,0.0287,0.859,129.992,2
3suUyj7jumc7N0sxNfsdPe,0.74,0.923,0,-6.64,0.0156,0.811,121.959,61
7uhAqFWN1GDG1IX6m3C0sm,0.711,0.72,5,-7.942,0.00156,0.966,117.549,62
5LOKOBboMIbi4moxpjuFL5,0.726,0.919,8,-13.836,0.000143,0.332,120.952,50
0ilZMeXHPKDPjUc4Neu04f,0.708,0.566,11,-10.142,0.000127,0.731,121.997,60
1VLEbclmTbYS9Rdp1b90Yf,0.726,0.72,0,-12.68,0.00101,0.659,121.953,2
5hVUbtzEMl8BLwZCG0ZMtD,0.703,0.838,4,-11.782,0.00613,0.767,119.771,62
7t020iFDoAjNgc4mjUMBAS,0.731,0.575,7,-13.088,0.178,0.295,128.819,12
7HlxqDDzdWE3gK0i6fS6Bt,0.639,0.952,1,-5.905,0.114,0.787,129.845,61
2P3cEaLNB0qczz4BDB7Mxc,0.739,0.737,9,-7.527,0.00934,0.864,129.98,34
547iG5F16pTdim4XlMlGEU,0.752,0.803,8,-6.223,0.00249,0.571,120.151,24
7hnqJYCKZFW7vMoykaraZG,0.689,0.505,6,-13.846,0.0133,0.564,123.948,65
0DwAc0Z8Td3jv5frUznqu1,0.71,0.616,0,-16.306,0.0344,0.398,120.385,65
4EzZPB8OujNAeND6C2SduJ,0.742,0.734,1,-11.393,0.0153,0.723,126.988,2
2PmT3D5xmvVzZCf11L2ifX,0.686,0.634,2,-10.287,0.192,0.0783,119.933,10
5eAymAmVU6CyejjFJxvcMI,0.785,0.907,4,-4.15,0.0156,0.565,122.311,9
2vhLsN2p6FHPPm4LfEBB3N,0.711,0.604,5,-8.675,0.000882,0.526,127.001,31
4b5QHhUld8ba26ZJEHawFW,0.687,0.505,9,-12.141,0.0959,0.677,114.775,60
6iNncT0HlEZNVoBQbFrdLs,0.785,0.855,11,-7.425,0.00842,0.805,123.664,34
3ToxQ1h56CW3lA2zcGtODh,0.733,0.719,11,-7.72,0.000229,0.753,130.029,34
4lgDZcisljVlutaku19eqV,0.596,0.979,0,-5.831,0.000391,0.693,130.025,39
1caNzSrWtZhB2UNvSt5EK0,0.739,0.826,1,-8.75,0.000693,0.531,120.881,68
10QGhgqQm0I2Y9maxrM7T6,0.803,0.84,1,-7.715,0.017,0.943,122.543,61
2F5W5f8COoQKpoGqPcZ1EN,0.793,0.556,1,-17.884,4.6e-05,0.412,123.022,65
6j7Fdvi61J0qwjqh1OPeFM,0.788,0.714,10,-6.953,0.0206,0.883,129.953,69
4a2VdX9fRz3mFuEP17TnEn,0.762,0.898,7,-6.208,0.000564,0.349,126.657,50
2riROGFV3u0vtPnUT1z9Sc,0.564,0.849,8,-8.352,0.00972,0.503,128.68,0
4PxoDlPrwGtmWqFA4pm57U,0.646,0.904,2,-7.058,0.044,0.623,120.005,39
6L8xB44ZvgAJjQEY9Zx6y6,0.732,0.803,7,-9.491,0.0406,0.471,113.836,31
3QP0Ar3iRtS6GJMRcQryaf,0.886,0.778,1,-8.549,0.0317,0.556,119.573,68
2ycghCtdMwb29zZQ7ffSoX,0.649,0.968,10,-6.91,0.0171,0.812,123.077,34
4IdjLApIFnK01hRUdQlCLT,0.72,0.678,1,-11.05,0.000105,0.652,122.649,2
5suP41ovdCSHsXZnTFALzX,0.673,0.862,6,-8.284,0.0383,0.854,124.076,62
