id,danceability,energy,key,loudness,acousticness,valence,tempo,cluster
3tSuRiNgJmMqmYR23dCqnR,0.756,0.612,5,-4.371,0.0659,0.452,111.572,20
494OU6M7NOf4ICYb4zWCf5,0.748,0.788,1,-7.055,0.0591,0.884,120.076,61
5JZpQuRIX8MTiKwuELjTlx,0.521,0.552,6,-5.628,0.317,0.936,97.535,42
3qim3nNFg4aSTLZDLAFXhx,0.453,0.708,10,-4.192,0.0242,0.506,175.855,48
2Adn2LNgkHMH5TelQVAu4n,0.666,0.87,11,-5.004,0.203,0.9,160.014,34
4hJ5VaRy16jJcENIMZT4sl,0.816,0.751,0,-3.132,0.0502,0.945,139.981,61
0PSZ9G584Ve27GK6ThlY6P,0.754,0.811,5,-3.679,0.0185,0.639,109.902,9
20jYtEun4dUdYZ9foaOC48,0.802,0.682,1,-5.924,0.111,0.586,123.95,68
1oQZk2bKBLgP1cbuFKvjkq,0.63,0.504,6,-6.152,0.0953,0.487,89.946,7
4Dio1t8RHzLv1nfPJTSZyP,0.552,0.98,9,-4.676,0.00159,0.668,162.961,21
56ZrTFkANjeAMiS14njg4E,0.613,0.857,1,-5.492,0.0012,0.664,124.987,39
6dfGLBg7wrGKCKIkhgVzpX,0.63,0.886,5,-5.216,0.0107,0.824,165.012,25
4PFAm88FBkY7IFtvCaGctZ,0.268,0.716,9,-4.151,0.0421,0.393,160.008,48
2VEsmoek0sol9MnJFyoG9e,0.667,0.954,2,-3.462,0.0296,0.807,114.03,15
4w2sOKmotzKsdGDLHic94B,0.72,0.776,10,-5.331,0.00549,0.135,125.96,50
6n2GPvMJtFZ4ckoc9EWHMx,0.76,0.575,6,-4.06,0.282,0.314,131.983,58
52K4Nl7eVNqUpUeJeWJlwT,0.712,0.911,5,-3.866,0.689,0.85,117.533,26
722tgOgdIbNe3BEyLnejw4,0.766,0.809,1,-6.123,0.0011,0.325,130.127,68
6DB2KOEwHnjkgEnBt5SdeJ,0.727,0.431,2,-12.007,0.0111,0.223,150.005,10
6Xa2q0dapj03CsRzmD0Os5,0.874,0.706,1,-5.132,0.182,0.895,89.961,30
3gSU89v4GbfZbvxTmkIsqz,0.635,0.866,10,-4.671,0.104,0.463,80.813,36
7Ie9W94M7OjPoZVV216Xus,0.855,0.954,0,-1.19,0.529,0.668,114.635,15
1GIN41bLhiKeEPeC2vXH8i,0.718,0.786,0,-5.76,0.0114,0.465,99.916,29
4NTn0Yo8hTGW5tbBANBzfh,0.947,0.853,1,-4.489,0.000931,0.887,99.887,15
72LDmbkNgeHcsaBhjSaFPA,0.849,0.498,2,-7.872,0.116,0.502,92.98,43
6mqmYfy7i8rBqgs3e2J0d4,0.77,0.858,10,-1.835,0.0111,0.754,85.487,59
3hsmbFKT5Cujb5GQjqEU39,0.767,0.677,11,-6.128,0.0339,0.538,146.155,55
3uMB82o0qa7erhiZBW9KQC,0.515,0.902,6,-4.729,0.0313,0.628,174.589,21
7KyTq7H5f3Oavmuo9TX6QK,0.664,0.704,8,-6.859,0.0233,0.633,147.067,55
0e7ipj03S05BNilyu5bRzt,0.585,0.52,5,-6.136,0.124,0.129,159.801,58
1pnYHu0479JaG3ESOTs0ZU,0.636,0.783,5,-6.406,0.102,0.511,145.921,31
1hYSyi6LY9LkdYH0EjoFCO,0.621,0.854,8,-5.213,0.0382,0.445,152.03,0
0XfuvxptNRVoEWp7SaneV8,0.526,0.882,9,-4.006,0.0014,0.424,144.982,0
0jTTjg6q4jsd2RhuHwTvLj,0.694,0.709,7,-6.205,0.0966,0.566,114.966,31
0x4KuMldlnPMniT86Cmyep,0.772,0.648,9,-6.222,0.161,0.741,129.966,69
2JjDgorBAd8Er6IS5Weyok,0.549,0.947,2,-5.141,0.00191,0.38,139.747,13
3LI4MmibTkXH5cGpCGZgyw,0.617,0.84,4,-4.063,0.36,0.57,94.676,66
6wNmHqU0iqqaiJ2ypZEc4J,0.757,0.654,2,-10.263,0.273,0.971,118.506,4
7CvOnbFdnIoXMQ4eFCo5lB,0.617,0.977,9,-7.028,0.153,0.679,131.965,0
3BnTYFrWGVwYFe1E8SXqY6,0.864,0.701,11,-7.009,0.0198,0.882,121.055,69
4pbJqGIASGPr0ZpGpnWkDn,0.692,0.497,2,-7.316,0.676,0.475,81.308,46
3wfujdbamR3Z46F4xav7LM,0.582,0.606,6,-9.961,0.124,0.504,111.441,1
6lZs6TqQVWx98cdjkOkG9i,0.926,0.808,11,-3.148,0.000915,0.701,127.998,69
1OutzYv6YiN93lrT3pJsWR,0.612,0.735,8,-5.074,0.00202,0.783,126.326,34
5rLi8B8qgk6qThwRnKHW2P,0.436,0.893,9,-4.18,0.000362,0.0794,124.113,18
61iJ9cAYgB5rJamvuChwEn,0.523,0.561,0,-9.444,0.732,0.176,135.972,37
2rk4s5NBhtHhhJIfjoaWES,0.639,0.644,6,-4.5,0.0133,0.413,112.038,31
5HFUJIjkg7DgP3EuWtZ1rA,0.711,0.811,0,-7.238,0.678,0.313,99.995,46
2Za1AlJNvksouPPWbXpR2X,0.712,0.51,8,-8.162,0.446,0.268,122.964,12
2y8YG1jYn2ux3B0cAdL1Il,0.568,0.631,7,-5.623,0.033,0.23,105.096,14
7GAaTpSoTWUTbP2Yxlt4Hd,0.581,0.717,4,-4.433,0.0298,0.316,107.884,13
0H1OyEooZ5SzBYYdJEzxoy,0.648,0.908,4,-4.251,0.0113,0.793,131.147,6
69NoXdIrkoHfXCKD9EuxEp,0.377,0.228,0,-11.938,0.67,0.219,120.178,37
4Hsn8y4PcSU6bm9bLB1gwy,0.704,0.68,7,-4.751,0.0059,0.689,123.973,9
7m57IP5ArzZkwkM4uDWjgR,0.7,0.828,11,-6.748,0.000703,0.78,128.064,34
0SDJmLCAWqHTo9bfKRAiRw,0.456,0.808,4,-5.653,0.145,0.162,88.073,32
5g7vPp2wdu7XoHfEeRlqqe,0.747,0.841,5,-5.05,0.142,0.642,124.913,9
68biLwi894rMQPeIiSky2t,0.62,0.835,5,-6.634,0.0964,0.0535,96.09,14
52okn5MNA47tk87PeZJLEL,0.662,0.714,5,-5.68,0.312,0.464,147.997,31
4tERsdVCLtLtrGdFBf9DGC,0.715,0.742,0,-4.331,0.052,0.322,106.971,29
7iDa6hUg2VgEL1o1HjmfBn,0.643,0.783,10,-6.458,0.047,0.579,154.084,55
1ZY1PqizIl78geGM4xWlEA,0.8,0.535,7,-6.684,0.0713,0.451,92.027,7
7y9iMe8SOB6z3NoHE2OfXl,0.675,0.751,0,-3.539,0.0604,0.612,118.384,39
35jDoWIcDcIUyGSATx82ur,0.696,0.522,9,-9.489,0.0337,0.0934,124.025,58
1aUF83Zjjy9Z2cXWA10DHP,0.808,0.762,1,-5.069,0.0904,0.505,101.922,68
75ZvA4QfFiZvzhj2xkaWAh,0.556,0.538,8,-5.408,0.0689,0.291,143.95,19
4f1QbCjIAgQwnf7ms9NXWx,0.702,0.762,8,-2.733,0.00196,0.233,95.019,14
2xRRSWrjBy8tFJaEHMAMQS,0.717,0.855,8,-6.014,0.116,0.623,134.926,9
0QMQzOLL3tUDnCEcpolpBe,0.663,0.741,0,-6.64,0.0884,0.272,99.029,29
2DGa7iaidT5s0qnINlwMjJ,0.654,0.711,1,-7.437,0.0214,0.198,127.957,10
3GMw3vcTaYduNJSVAllpmv,0.767,0.718,1,-4.375,0.325,0.493,109.987,68
7wCc1HYuZCRllw6HdL94R4,0.584,0.878,8,-3.602,0.0372,0.62,112.872,59
4yixqeQO705CGE4ywoQUs0,0.591,0.385,3,-9.43,0.137,0.131,80.028,51
5dt6LAgGZrkhgUjqfOhhIk,0.762,0.615,7,-3.986,0.00172,0.369,126.006,20
1nAGuIZXz6vb8XW0xiMqic,0.705,0.805,4,-4.887,0.134,0.887,120.022,3
4Lvc9SbPc0svm9TEoMgFzB,0.967,0.599,7,-5.659,0.0679,0.964,117.0,69
6lYdV7rTtv3dVpQ89htlRU,0.636,0.879,10,-2.862,0.000732,0.395,128.004,0
5IRj7ySmm7bNRwij9zxtfY,0.712,0.562,10,-6.008,0.125,0.142,140.0,58
38JE3O2HocFNvtljgtlNKv,0.648,0.859,7,-4.974,0.00645,0.633,128.03,9
25nzKGDiua1lE9Qo5V19GL,0.579,0.865,6,-4.692,5.63e-05,0.358,104.99,66
73J1QhDePRYMtpXgo5QPro,0.701,0.75,1,-4.622,0.011,0.568,113.473,68
2y5lOo1TNIQJIDBc1EDtPX,0.659,0.885,5,-5.586,0.00989,0.744,127.963,6
60Mq4EumvcSXznNugo9Op3,0.726,0.824,7,-5.011,0.584,0.382,130.118,23
1KtD0xaLAikgIt5tPbteZQ,0.725,0.874,0,-3.715,0.00262,0.748,127.985,61
7uKSil5r7uHexnM9lukPTc,0.879,0.609,4,-4.943,0.0071,0.569,123.991,20
314bi2IzSFaBWmAfn1c0eu,0.806,0.747,1,-5.617,0.0622,0.107,101.819,29
6vSCM2SU46QPusXLiy0kjz,0.844,0.747,8,-4.282,0.379,0.509,102.013,20
0Xf805Zcfll6tIut8lKGJS,0.834,0.611,5,-4.585,0.103,0.893,103.011,28
51w95jAPQDOWN3M7xopWWh,0.811,0.641,1,-4.167,0.205,0.781,134.971,4
1hr8c67jxMqSgJwX2d7jH0,0.79,0.636,7,-5.45,0.00082,0.158,137.961,58
4l62h4tiuUwn7eD6hxMlVQ,0.79,0.714,1,-7.86,0.00142,0.559,150.033,41
0B3LaidsxjnBTUlKgKQQe5,0.667,0.492,8,-8.612,0.321,0.796,95.976,42
330CwDQh6mZ9yAWnJ1svDL,0.597,0.7,2,-4.969,0.4,0.553,103.209,46
39a5hrymfoFgpMxBn3BAPn,0.73,0.667,7,-5.098,0.18,0.425,123.012,20
7795WJLVKJoAyVoOtCWqXN,0.677,0.485,5,-5.795,0.529,0.493,82.001,46
3OZ7QMZ5wneoWSCuEj45jt,0.862,0.476,9,-7.195,0.00844,0.581,124.952,20
7F51q96XofOD2lntm7hzvQ,0.884,0.53,5,-5.776,0.0144,0.262,99.021,20
2rpWXKjsErmTQWSbxjvHH3,0.709,0.583,5,-6.814,0.137,0.545,123.927,31
2L8cFPItBljPNJgPjTnuIf,0.925,0.518,8,-5.831,0.00433,0.241,120.064,20
70yhaHLp9STtzI2Kzba6Tr,0.654,0.578,6,-6.897,0.546,0.233,143.867,23
4XNMhMKyymBWTfmaqe7i3b,0.684,0.772,10,-5.976,0.00248,0.0419,128.024,50
4s2rzq6ZpCfg5ODq0z79QG,0.431,0.877,8,-5.677,0.041,0.484,159.897,48
662vtOAyenh4uGaEP8buDu,0.524,0.827,8,-5.17,0.00103,0.236,128.011,18
2UN6a0lRIU0g1zfLQ0rp6p,0.643,0.891,5,-3.908,0.0049,0.316,128.047,50
5sBShwG9BmGQemBbsBimPb,0.76,0.773,7,-6.555,0.094,0.827,142.089,34
3fFjcrLF5X4Qq9Rq4r7MWD,0.709,0.706,8,-5.613,0.0194,0.503,123.984,24
5yuShbu70mtHXY0yLzCQLQ,0.665,0.498,5,-8.185,0.228,0.127,81.967,51
6foxplXS0YEq8cO374Lty4,0.95,0.533,5,-7.022,0.247,0.675,119.869,4
7AQim7LbvFVZJE3O8TYgf2,0.797,0.533,0,-9.74,0.0172,0.329,131.036,43
7GX5flRQZVHRAGd6B4TmDO,0.732,0.75,11,-6.366,0.00264,0.401,155.096,55
6mapJIPnQ23RTAevUoE0DL,0.681,0.314,8,-9.319,0.2,0.166,139.992,58
312WNtMs3F28cUukaPY9bo,0.658,0.623,0,-6.934,0.0683,0.207,100.436,29
4IWGnyOHDrVZEtPWfs4s7q,0.681,0.701,9,-6.336,0.106,0.398,139.952,55
1JqT97Gea7tOrQtlvYi27J,0.788,0.595,2,-6.529,0.0216,0.73,136.008,4
5c7tO3OhDBA4CUkdGoKkI2,0.544,0.874,1,-5.108,0.00506,0.635,158.128,22
2oyjhY5mK8DB41ShJbVpFC,0.58,0.596,0,-6.434,0.0455,0.335,108.054,29
3QJaomB69CliBLvq2I0x0t,0.585,0.761,5,-5.825,0.134,0.625,127.009,31
3cEsSgxScaS8bLMpNAGjAJ,0.627,0.769,2,-7.136,0.00677,0.39,99.961,29
4E6cwWJWZw2zWf7VFbH7wf,0.583,0.786,2,-3.142,0.0208,0.573,123.055,39
3Q8Yi4fkTzDKs5WBeLxs0M,0.502,0.825,0,-5.614,0.0465,0.468,140.403,22
5Lgcn7u07bHuqbOtXkN62u,0.662,0.693,3,-4.298,0.134,0.655,86.009,15
5WeiB5JDBy6T5QQxtj09zb,0.671,0.531,8,-5.551,0.0307,0.28,140.013,58
1EzrEOXmMH3G43AXT1y7pA,0.703,0.444,11,-9.331,0.559,0.712,150.96,64
2Keon5pWEoZRiSjCI03XWt,0.802,0.832,1,-6.297,0.00893,0.664,125.999,68
7IhsLJMqdxoo7YAZjaSMru,0.713,0.746,0,-4.99,0.0402,0.47,135.021,68
2TYC9SaRhYypUQzB1ZVTG2,0.276,0.715,0,-5.356,0.00552,0.173,137.028,8
4IoYz8XqqdowINzfRrFnhi,0.338,0.803,8,-5.412,0.0187,0.4,151.994,48
6cmm1LMvZdB5zsCwX5BjqE,0.727,0.68,2,-4.498,0.0101,0.728,132.012,61
4Dm32oO01YpIubCHaAtKkN,0.526,0.882,9,-4.006,0.0014,0.424,144.982,0
16XNk3bVCSHXN1rlwbXtHb,0.677,0.523,7,-5.603,0.295,0.446,60.019,7
4HlFJV71xXKIGcU3kRyttv,0.673,0.886,1,-4.44,0.185,0.795,97.012,15
7jSYaKdwOlvMsCQW1TX3Ju,0.807,0.799,6,-6.542,0.222,0.432,82.498,7
6fpjYizbXPNbz8zYwLFjAC,0.689,0.638,10,-7.162,0.0231,0.521,155.087,55
32lItqlMi4LBhb4k0BaSaC,0.664,0.667,4,-5.941,0.64,0.381,180.064,52
7CcoUAtUcYhUfBsmtn0ajO,0.483,0.439,9,-10.212,0.805,0.618,81.986,33
2DQ1ITjI0YoLFzuADN1ZBW,0.838,0.771,1,-3.791,0.0117,0.405,175.957,41
7sO5G9EABYOXQKNPNiE9NR,0.88,0.428,9,-8.28,0.149,0.333,100.007,12
3v3K7xgKQahAml0BGjdIfY,0.717,0.948,3,-3.984,0.0672,0.755,135.972,61
0gySKxqIOHTVD3YObTsJug,0.875,0.814,0,-3.916,0.0827,0.695,109.996,68
6jdRdqyMlZQdLAnA7Cl9LD,0.762,0.796,1,-5.842,0.0282,0.384,97.992,29
4sJqSKPc5fZ5OZ8JiVI44N,0.604,0.661,0,-5.914,0.234,0.506,107.016,29
5u6vkDnOyaf8LsteDAj2ub,0.782,0.435,2,-7.033,0.333,0.242,82.996,46
0tdCy39PgWN8LFWu34ORn3,0.845,0.399,1,-7.509,0.00525,0.148,143.049,43
5yFSF6qQA1rcLsQRnBsZgb,0.658,0.678,1,-4.407,0.303,0.662,97.976,15
5jlqJ9ZEZ1t0Q88gOdkFhQ,0.636,0.705,0,-6.859,0.31,0.651,197.81,25
6m6Oy3F6GG0zRwH03rWmTv,0.926,0.544,5,-6.827,0.413,0.656,115.956,26
6bolfjXj78EIQRB48C6QTc,0.518,0.724,8,-6.327,0.0308,0.334,121.884,18
43ZyHQITOjhciSUUNPVRHc,0.936,0.523,5,-6.71,0.239,0.699,119.889,4
7MkysLvt3L8UFji2PceoFU,0.829,0.514,7,-6.694,0.203,0.397,114.955,20
1hBM2D1ULT3aeKuddSwPsK,0.607,0.805,11,-5.579,0.00175,0.232,139.894,18
6wqPgPizZDqTph2ouCbqoj,0.566,0.663,7,-7.9,0.2,0.566,164.122,67
0HM5opcPfHBvwTbnaa5NxX,0.654,0.43,1,-8.58,0.147,0.234,122.061,10
1q7mHXeH2BQW9bBLxcjhXE,0.592,0.938,9,-3.633,0.379,0.481,86.02,36
3HfGkhmx301bUBS7IEPa1g,0.564,0.662,2,-7.581,0.0366,0.289,148.044,8
2YLwHjmsYqD8GXCCN1lb4G,0.62,0.752,10,-5.301,0.38,0.569,147.03,23
2o0V0AATmWmCmMOAFWDuEV,0.385,0.654,4,-6.635,0.212,0.125,164.196,53
3jVSV60WZE5jPE2a6KGNFy,0.741,0.759,0,-5.096,0.0218,0.362,97.084,29
3Ui2jdyxbZQrZohfM0NOgG,0.566,0.766,2,-5.036,0.431,0.547,168.005,52
4f2aGfZngFF8lQ5pgw9xPV,0.502,0.938,9,-3.114,0.00098,0.35,144.077,18
67txf4D8SqDc5lmCMVAz01,0.676,0.948,5,-2.557,0.0509,0.731,136.027,6
5o4W6yWSJD9e9Ea8YC9WjF,0.766,0.692,1,-4.672,0.0825,0.691,102.028,15
61LRiO0Tr7tdmfMFpR6kH7,0.685,0.573,2,-7.467,0.0604,0.131,95.966,10
0j7kALx0g6YfwZ73w2fj2D,0.704,0.909,0,-4.307,0.145,0.457,98.002,29
3OY9NKwRfYqNNpeogsm5eR,0.752,0.695,4,-3.854,0.00223,0.963,144.021,3
2n4uOdMHzEvcZ0KP7iQnay,0.814,0.899,1,-5.958,0.00727,0.545,119.011,68
2Cd9iWfcOpGDHLz6tVA3G4,0.766,0.873,11,-6.381,0.00627,0.743,126.988,34
3pt4BDnaMo2vznoVSv7b2y,0.624,0.86,0,-3.129,0.0119,0.521,110.018,39
1yjY7rpaAQvKwpdUliHx0d,0.602,0.923,5,-3.763,0.0098,0.765,136.01,6
3by8IfnW9dZ2t4pZw1WVxz,0.419,0.453,8,-7.685,0.539,0.356,140.327,23
0S1vxen26XzaAkTuqkqcHq,0.831,0.735,4,-7.41,0.0902,0.632,100.016,30
6KI1ZpZWYAJLvmVhCJz65G,0.332,0.635,7,-5.653,0.159,0.261,186.249,53
68zC6NEny9EG3OuE6npJcr,0.916,0.492,4,-6.789,0.0297,0.803,121.981,4
1dsndFSRXSoQFLjSJ6uPpG,0.738,0.922,7,-3.94,0.0034,0.689,116.024,9
0DOgMeHlNponAEqczZoxX0,0.39,0.557,3,-6.344,0.452,0.317,79.34,45
09pk2v399GAU5g2zgB9xFz,0.563,0.601,9,-8.342,0.368,0.16,106.84,51
3YJkAQNEhmCZGLdmPsu6Ye,0.31,0.746,1,-3.599,0.0121,0.163,182.032,53
0MXMNgjjtOBxAjfw8a4lwL,0.535,0.711,3,-4.898,0.0336,0.294,140.928,13
6M31fPFCYB8Job3MCjjrDV,0.514,0.727,0,-6.131,0.126,0.37,147.917,22
6eQbRfp5DxLSOL5pGozYf1,0.631,0.908,6,-4.842,0.00144,0.821,128.009,6
5xohcwt1FZVGBzdfNRMhfp,0.733,0.784,9,-7.023,0.227,0.455,135.028,24
527vaaTSgrFZ23x8CGA48f,0.743,0.939,8,-3.186,0.0328,0.848,129.021,34
3KnjerEPMolLapVo2wdgz6,0.892,0.764,10,-5.668,0.0186,0.856,115.014,69
10B96serXW72hB0N65H5Lt,0.745,0.506,4,-6.633,0.399,0.356,90.015,46
29viePXNqWUw1cxqzOcuOD,0.709,0.728,9,-1.643,0.000811,0.572,180.107,55
6Vh03bkEfXqekWp7Y1UBRb,0.663,0.857,2,-2.16,0.0542,0.931,126.039,61
4kf33kU0KAlkNBK9pNbYNU,0.399,0.767,2,-3.732,0.0242,0.507,135.943,22
2afCBiru10AFckfOa49wIa,0.574,0.329,1,-6.829,0.22,0.356,130.993,10
4MsOdD6nhPuvnK9MyVAniA,0.64,0.447,4,-5.809,0.437,0.475,92.979,46
1Rp8zCRpkHyEDqaUczfMZA,0.597,0.815,9,-4.802,0.1,0.581,162.039,21
5VYqINPwtzAV5IlWl3vhoe,0.479,0.943,2,-3.971,0.00433,0.623,160.83,22
4trx1lgbQ9FtrI5V9Y8C5Y,0.62,0.812,0,-5.673,0.0627,0.683,91.97,54
07EBTfqZaVzyB5x5k0Cyx1,0.465,0.235,2,-11.913,0.252,0.44,98.757,1
0BwPaprvtHADxxWhAgRJWd,0.522,0.525,1,-8.782,0.0188,0.341,88.006,32
0KxU9wjCedUxSGdjuFdBDu,0.805,0.717,2,-3.956,0.0669,0.582,112.989,68
6mgiYIras9HywqgNQ2qRsR,0.568,0.724,1,-5.984,0.241,0.237,81.996,32
6z7qW5Xq8NOSDUtAFmJr37,0.765,0.765,1,-2.732,0.00765,0.886,120.001,61
67WTwafOMgegV6ABnBQxcE,0.672,0.738,0,-7.045,0.0178,0.392,107.938,29
7j5TIXPi0cCbSSqItmbyZy,0.748,0.84,6,-7.701,0.00348,0.304,115.997,50
13CLRmU5f8vvqnrt1DKoQW,0.551,0.86,4,-2.11,0.0106,0.723,169.989,25
2yvzLwqnATiZ74iRUTsBfK,0.608,0.754,8,-6.588,0.177,0.603,139.042,31
3XyMPyuWwHcGMvXeJY6Qt0,0.591,0.808,9,-5.943,0.0869,0.337,92.864,36
33CB8obztQNidFDbO6Z1Wl,0.725,0.662,9,-5.068,0.0144,0.814,122.989,34
1ARlEjfYjPnL5EnClRf0ND,0.518,0.694,1,-4.669,0.31,0.344,80.935,32
0B6W9Dztl02TtvTYIhbcOs,0.591,0.467,2,-6.483,0.0337,0.381,80.942,32
7gd01LMH2gBcoDngSt8sq9,0.67,0.676,8,-4.725,0.0201,0.349,114.974,14
3axzRedIvdndFIrVrm7V1S,0.617,0.839,0,-2.849,0.0286,0.741,128.91,39
0xmjwnQ3FNE6HuWCt2nHdZ,0.834,0.699,5,-3.222,0.111,0.809,94.086,28
73s4yuT0ROuf9qKubiZPNW,0.535,0.605,0,-7.657,0.621,0.157,199.688,53
1XSJ3mgsnkT9DnhbXl29uf,0.689,0.808,6,-4.018,0.00543,0.57,128.015,9
5XY2LEP0uEeUuDMVNdNTI8,0.717,0.857,0,-5.222,0.0526,0.739,99.019,15
052vSBPxqdmYRDlkSPiavc,0.686,0.691,5,-4.616,0.257,0.477,95.046,66
2qPUnoasNe4Ep43emVXEig,0.633,0.673,6,-6.403,0.297,0.659,86.776,42
2TP2W0NeXsGf6JnTIoodAM,0.384,0.468,10,-9.988,0.16,0.385,163.838,19
20lUjyfg5xXXl87VHtiOFi,0.616,0.653,0,-7.911,0.0217,0.551,117.952,2
6mDpUEYNqfdDQ0OWfjLIhX,0.636,0.85,10,-4.469,0.00121,0.75,120.995,34
5W59v6kiCz8No0TPc1I9UI,0.578,0.754,9,-5.254,0.0572,0.515,102.586,36
2K3fVGW72F9mYATkBtUNPA,0.541,0.613,5,-5.397,0.689,0.36,159.892,23
1BIENruTnjKdB7HD2YIlRr,0.893,0.666,10,-5.089,0.0206,0.874,107.011,28
7Gx0Aqq30umOD1mW9RVDgT,0.666,0.756,0,-7.38,0.0634,0.355,115.95,29
1jypmXUJgxWKWJZdDsJiXQ,0.49,0.843,4,-4.849,0.0706,0.564,112.85,66
7dgBDHaO3wtAXcP5cpgumV,0.633,0.783,7,-2.968,0.435,0.528,94.086,42
22UDw8rSfLbUsaAGTXQ4Z8,0.727,0.729,0,-2.99,0.171,0.512,117.932,68
4pR2ghU4F61Zzmi8qWFYlA,0.664,0.353,0,-7.586,0.0212,0.648,129.321,4
3BJe4B8zGnqEdQPMvfVjuS,0.565,0.654,1,-6.826,0.0542,0.235,111.968,10
1bac5HKoSkHq7oiopsRvIb,0.704,0.547,5,-6.324,0.0348,0.594,94.966,7
4NeOWqHmlrGRuBvsLJC9rL,0.771,0.68,11,-5.881,0.277,0.808,119.952,69
0PmMbDHModfv704hcyhO3K,0.653,0.619,7,-7.185,0.0276,0.681,84.943,7
75xgoXAGed7jiNDdV8TNOe,0.469,0.592,5,-4.962,0.0393,0.0938,161.996,8
6DU6sVOrjjEQKyGmnHJzZ1,0.655,0.725,0,-5.386,0.011,0.63,129.995,39
70bkrlMFeFT6MEoRRoZztn,0.599,0.46,11,-8.259,0.287,0.288,120.03,12
6qUSs4FDzZUdAhY6JDIJfa,0.675,0.602,11,-4.733,0.00377,0.933,127.938,34
1wVuPmvt6AWvTL5W2GJnzZ,0.498,0.59,1,-4.721,0.511,0.0784,145.867,8
4My8w8AA1JpG6E5SiAPvJL,0.637,0.93,4,-2.632,0.0177,0.886,90.014,15
2WgyOP8Z1D6GQYumCwH4Dk,0.694,0.801,9,-4.503,0.00124,0.646,119.969,24
4ct0UtaRlnyGvQHmX8ffGU,0.592,0.616,8,-6.782,0.325,0.386,95.047,36
4ikwdrSQRvQP7QwbwteCTQ,0.669,0.614,1,-9.764,0.25,0.729,89.986,30
3B9bSXCVczfyc1nkUQ7IgL,0.557,0.535,5,-6.665,0.0158,0.427,163.862,53
7wifn3Yf5ksPDJOjao5Xhb,0.58,0.959,2,-3.958,0.0106,0.476,135.001,39
2Ira0uvYaGKUAQijygMmON,0.577,0.658,11,-5.302,0.00609,0.256,125.85,18
5NQJnRpJHRaupdegphntQT,0.684,0.71,11,-3.614,0.0132,0.451,93.007,36
42ydLwx4i5V49RXHOozJZq,0.319,0.739,0,-5.74,0.0285,0.449,194.169,53
22sLuJYcvZOSoLLRYev1s5,0.742,0.883,0,-3.419,0.333,0.978,136.506,61
6jN8PJP4SYnnz4BT8dn127,0.632,0.4,5,-8.215,0.608,0.323,127.819,37
0Tgmn8gB6i5kluBxdFkmkP,0.66,0.684,1,-5.974,0.0523,0.627,121.07,2
6zagr2zTjMf9XjndBR3l8v,0.598,0.799,6,-5.156,0.041,0.596,127.975,6
5ojIBrEAUKWkI5BSoWGGFu,0.663,0.84,2,-2.85,0.0132,0.609,128.071,39
6KSrm7psP1KvqBRXcD42AS,0.644,0.8,7,-2.967,0.0945,0.154,143.676,50
522GGnq0ZikjsxbiKFLy3D,0.632,0.972,3,-2.423,0.121,0.845,87.0,15
4hjuUelurEBKlqpJPJ77Iw,0.726,0.881,9,-3.892,0.203,0.682,110.019,59
2wNGoon7FlKnVEyYS1ZRBQ,0.693,0.822,1,-6.01,0.0995,0.765,121.969,61
4wODOg3NPt56JE0sB6d5hY,0.649,0.838,2,-4.138,0.216,0.964,139.962,61
4rYLpaNFzt6pkQnrCvVHUw,0.616,0.919,5,-3.468,0.0141,0.572,110.008,66
6kLzAzVG2cZdDMyvl1OkeS,0.666,0.67,9,-6.505,0.216,0.65,159.984,55
1j4YI8dDRs7z1SVRZ7Hyaw,0.637,0.718,1,-5.724,0.356,0.405,95.009,46
0dRhSF9LV0HR8Jwd3MMMKJ,0.398,0.284,3,-12.852,0.966,0.114,109.599,16
76Y07hjDi7fjJnZKsQbEaF,0.765,0.754,8,-3.736,0.0053,0.404,91.973,14
5J58slQI9ku9125VhQ070L,0.94,0.742,7,-6.407,0.00856,0.542,103.683,20
2ISUiwj8xXqHeUFcen0AIU,0.863,0.667,0,-3.891,0.0154,0.892,120.011,4
74tQaH4CxM5Rs9BzerEbHr,0.513,0.496,11,-6.049,0.46,0.676,113.072,42
02y4CADbBLKy1dpFsSeay5,0.722,0.614,1,-4.519,0.5,0.753,150.288,26
0yjurXcoMwLknB4mDYTgH4,0.654,0.431,9,-9.832,0.635,0.457,95.052,11
3RrJTOClOgMAc9FQ7QDwv7,0.633,0.683,6,-6.61,0.0148,0.734,128.0,31
1lp36pXHDKWdsANztdBNV5,0.641,0.77,1,-4.725,0.0282,0.528,91.974,29
6O6S8IxdIERSkwRCjxwMCb,0.629,0.578,1,-9.079,0.0361,0.212,139.88,10
6gj08XDlv9Duc2fPOxUmVD,0.775,0.825,7,-5.402,0.0506,0.95,139.091,3
6pNhhv4VcoQj9uA6oH3YZa,0.458,0.591,6,-5.151,0.0344,0.352,84.9,51
7mS8RbJji2UZAaguRGsOCH,0.804,0.836,6,-6.635,0.32,0.85,120.046,3
60BLLWnPwhvPp9t6GKDiqG,0.404,0.231,2,-12.547,0.842,0.296,178.166,56
2hgzdQdnfWwtdpZbhZlV72,0.757,0.678,8,-5.529,0.0472,0.82,120.075,69
0NEsHEHiHObAsTIaKLhkd9,0.69,0.354,4,-11.191,0.275,0.405,169.869,58
5G2c6FsfTzgYUzageCmfXY,0.713,0.718,2,-3.806,0.00233,0.656,126.999,68
